"";"aluno";"ano.defesa";"programa";"titul";"titul.2";"prazo.dep";"tempo.dep";"tempo.def";"avaliador";"estrato";"estrato.n";"impacto";"impacto.n";"nota.tese";"redacao";"contextualiz";"objetivos";"hip.claras";"originalidade";"metodos";"analises";"resultados";"discussao";"literatura"
"280";181;2012;"Eco";"Mestrado";"Mestrado";30;28.2666666666667;28.9;"Externo";"25%";3;"alto";4;9;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE
"318";226;2012;"Eco";"Mestrado";"Mestrado";30;41.8666666666667;42.6666666666667;"Externo";"25%";3;"medio";3;8;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE
"319";226;2012;"Eco";"Mestrado";"Mestrado";30;41.8666666666667;42.6666666666667;"Externo";"25%";3;"medio";3;6;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE
"354";239;2012;"Eco";"Mestrado";"Mestrado";30;30.3333333333333;32.0666666666667;"Externo";"50%";5;"medio";3;3;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
"353";241;2012;"Eco";"Mestrado";"Mestrado";30;31.2666666666667;32.3333333333333;"Externo";"<50%";4;NA;NA;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"315";317;2012;"Eco";"Mestrado";"Mestrado";30;30;31.0333333333333;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"316";317;2012;"Eco";"Mestrado";"Mestrado";30;30;31.0333333333333;"Externo";"25%";3;"medio";3;6;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE
"269";107;2012;"Eco";"Doutorado";"Doutorado";48;51.1;52.8333333333333;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"270";107;2012;"Eco";"Doutorado";"Doutorado";48;51.1;52.8333333333333;"Externo";"10%";2;"alto";4;7;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE
"271";107;2012;"Eco";"Doutorado";"Doutorado";48;51.1;52.8333333333333;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"290";107;2012;"Eco";"Doutorado";"Doutorado";48;51.1;52.8333333333333;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"257";188;2012;"Eco";"Doutorado";"Doutorado";48;50.7;52.4333333333333;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"258";188;2012;"Eco";"Doutorado";"Doutorado";48;50.7;52.4333333333333;"Externo";"10%";2;"alto";4;8;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE
"259";188;2012;"Eco";"Doutorado";"Doutorado";48;50.7;52.4333333333333;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"276";278;2012;"Eco";"Doutorado";"Doutorado";48;52.1666666666667;52.7333333333333;"Externo";"10%";2;"medio";3;7;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE
"277";278;2012;"Eco";"Doutorado";"Doutorado";48;52.1666666666667;52.7333333333333;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"278";278;2012;"Eco";"Doutorado";"Doutorado";48;52.1666666666667;52.7333333333333;"Externo";"10%";2;"alto";4;5;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE
"330";286;2012;"Eco";"Doutorado";"Doutorado";48;48.7;51.0333333333333;"Externo";"50%";5;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"331";286;2012;"Eco";"Doutorado";"Doutorado";48;48.7;51.0333333333333;"Externo";"25%";3;"alto";4;3;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
"332";286;2012;"Eco";"Doutorado";"Doutorado";48;48.7;51.0333333333333;"Externo";"50%";5;"medio";3;6;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE
"402";327;2012;"Eco";"Doutorado";"Doutorado";48;48.6;49.6666666666667;"Externo";"10%";2;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"403";327;2012;"Eco";"Doutorado";"Doutorado";48;48.6;49.6666666666667;"Externo";"10%";2;"alto";4;9;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"404";327;2012;"Eco";"Doutorado";"Doutorado";48;48.6;49.6666666666667;"Externo";"25%";3;"alto";4;9;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"253";23;2012;"Fis";"Mestrado";"Mestrado";36;32.2;34.3333333333333;"Externo";"25%";3;"medio";3;8;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE
"267";31;2012;"Fis";"Mestrado";"Mestrado";36;27.7666666666667;29.3;"Externo";"50%";5;NA;NA;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"268";31;2012;"Fis";"Mestrado";"Mestrado";36;27.7666666666667;29.3;"Externo";"50%";5;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"293";53;2012;"Fis";"Mestrado";"Mestrado";36;34.4;36.2;"Externo";"50%";5;"baixo";2;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"274";134;2012;"Fis";"Mestrado";"Mestrado";36;27.1666666666667;29.2;"Externo";"50%";5;"medio";3;8;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE
"275";134;2012;"Fis";"Mestrado";"Mestrado";36;27.1666666666667;29.2;"Externo";"50%";5;"alto";4;7;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE
"359";139;2012;"Fis";"Mestrado";"Mestrado";36;23.3;25;"Externo";"25%";3;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"320";147;2012;"Fis";"Mestrado";"Mestrado";36;36.4;37.6666666666667;"Externo";"50%";5;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"263";264;2012;"Fis";"Mestrado";"Mestrado";36;36.5;37.6666666666667;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"264";264;2012;"Fis";"Mestrado";"Mestrado";36;36.5;37.6666666666667;"Externo";"10%";2;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"386";299;2012;"Fis";"Mestrado";"Mestrado";36;36.3666666666667;37.8;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"241";340;2012;"Fis";"Mestrado";"Mestrado";36;36.2;38.5;"Externo";"25%";3;"medio";3;5;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE
"272";9;2012;"Fis";"Doutorado";"Doutorado";48;48.4666666666667;50.6;"Externo";"50%";5;"medio";3;5;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
"273";9;2012;"Fis";"Doutorado";"Doutorado";48;48.4666666666667;50.6;"Externo";"10%";2;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"382";42;2012;"Fis";"Doutorado";"Doutorado";48;48.6666666666667;49.9666666666667;"Externo";"50%";5;"medio";3;3;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE
"383";42;2012;"Fis";"Doutorado";"Doutorado";48;48.6666666666667;49.9666666666667;"Externo";"50%";5;"alto";4;4;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE
"384";42;2012;"Fis";"Doutorado";"Doutorado";48;48.6666666666667;49.9666666666667;"Externo";"10%";2;"alto";4;4;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE
"299";52;2012;"Fis";"Doutorado";"Doutorado";48;52.7;54.4;"Externo";"50%";5;"medio";3;7;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE
"300";52;2012;"Fis";"Doutorado";"Doutorado";48;52.7;54.4;"Externo";"25%";3;"medio";3;8;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
"301";52;2012;"Fis";"Doutorado";"Doutorado";48;52.7;54.4;"Externo";"50%";5;"medio";3;7;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE
"225";113;2012;"Fis";"Doutorado";"Doutorado";48;51.1;54.4;"Externo";"50%";5;"alto";4;4;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
"226";113;2012;"Fis";"Doutorado";"Doutorado";48;51.1;54.4;"Externo";"25%";3;"alto";4;8;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
"254";154;2012;"Fis";"Doutorado";"Doutorado";48;48.6333333333333;51.1;"Externo";"50%";5;"medio";3;6;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE
"255";154;2012;"Fis";"Doutorado";"Doutorado";48;48.6333333333333;51.1;"Externo";"25%";3;"alto";4;7;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE
"256";154;2012;"Fis";"Doutorado";"Doutorado";48;48.6333333333333;51.1;"Externo";"10%";2;"alto";4;4;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE
"364";167;2012;"Fis";"Doutorado";"Doutorado";48;48.3;49.5;"Externo";"25%";3;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"365";167;2012;"Fis";"Doutorado";"Doutorado";48;48.3;49.5;"Externo";"50%";5;"medio";3;2;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
"366";167;2012;"Fis";"Doutorado";"Doutorado";48;48.3;49.5;"Externo";"50%";5;"alto";4;7;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE
"397";186;2012;"Fis";"Doutorado";"Doutorado";48;46.3;48.5333333333333;"Externo";"50%";5;NA;NA;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"398";186;2012;"Fis";"Doutorado";"Doutorado";48;46.3;48.5333333333333;"Externo";"25%";3;"medio";3;6;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE
"344";194;2012;"Fis";"Doutorado";"Doutorado";48;52.6;53.3;"Externo";"25%";3;"medio";3;6;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE
"345";194;2012;"Fis";"Doutorado";"Doutorado";48;52.6;53.3;"Externo";"25%";3;"alto";4;9;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"333";17;2012;"Gen";"Mestrado";"Mestrado";36;36.4333333333333;38.7;"Externo";"<50%";4;"nao public";1;2;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
"367";19;2012;"Gen";"Mestrado";"Mestrado";36;35.9666666666667;38.2;"Externo";"25%";3;NA;NA;4;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
"216";21;2012;"Gen";"Mestrado";"Mestrado";36;34.2666666666667;36.2666666666667;"Externo";"25%";3;"medio";3;8;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE
"350";43;2012;"Gen";"Mestrado";"Mestrado";36;36.5333333333333;38.9666666666667;"Externo";"25%";3;"alto";4;9;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE
"351";43;2012;"Gen";"Mestrado";"Mestrado";36;36.5333333333333;38.9666666666667;"Externo";"25%";3;"alto";4;5;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE
"228";66;2012;"Gen";"Mestrado";"Mestrado";36;36.2666666666667;38.0333333333333;"Externo";"50%";5;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"229";66;2012;"Gen";"Mestrado";"Mestrado";36;36.2666666666667;38.0333333333333;"Externo";"25%";3;"baixo";2;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"285";86;2012;"Gen";"Mestrado";"Mestrado";36;26.9666666666667;29;"Externo";"10%";2;"alto";4;7;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE
"302";95;2012;"Gen";"Mestrado";"Mestrado";36;27.4333333333333;30.2666666666667;"Externo";"50%";5;NA;NA;6;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"234";140;2012;"Gen";"Mestrado";"Mestrado";36;24.8666666666667;26.6;"Externo";"10%";2;"medio";3;8;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE
"245";155;2012;"Gen";"Mestrado";"Mestrado";36;36.5;39.2;"Externo";"10%";2;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"246";155;2012;"Gen";"Mestrado";"Mestrado";36;36.5;39.2;"Externo";"10%";2;"alto";4;6;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
"406";156;2012;"Gen";"Mestrado";"Mestrado";36;32.7666666666667;34.3666666666667;"Externo";"50%";5;NA;NA;9;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"401";218;2012;"Gen";"Mestrado";"Mestrado";36;36.7;40.3333333333333;"Externo";"50%";5;"medio";3;5;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
"334";236;2012;"Gen";"Mestrado";"Mestrado";36;29.8333333333333;31.7;"Externo";"25%";3;"medio";3;3;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
"286";244;2012;"Gen";"Mestrado";"Mestrado";36;27.1333333333333;28.9333333333333;"Externo";"50%";5;"medio";3;7;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE
"352";259;2012;"Gen";"Mestrado";"Mestrado";36;29.8666666666667;32.1;"Externo";"10%";2;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"207";298;2012;"Gen";"Mestrado";"Mestrado";36;33.5333333333333;36.8666666666667;"Externo";"10%";2;"medio";3;9;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE
"205";321;2012;"Gen";"Mestrado";"Mestrado";36;35.7;38.4333333333333;"Externo";"50%";5;"medio";3;7;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE
"287";1;2012;"Gen";"Doutorado";"Doutorado";48;51.8666666666667;54.3666666666667;"Externo";"25%";3;NA;NA;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"288";1;2012;"Gen";"Doutorado";"Doutorado";48;51.8666666666667;54.3666666666667;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"289";1;2012;"Gen";"Doutorado";"Doutorado";48;51.8666666666667;54.3666666666667;"Externo";"50%";5;NA;NA;4;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
"230";3;2012;"Gen";"Doutorado";"Doutorado";48;48.6666666666667;50.7333333333333;"Externo";"25%";3;"medio";3;7;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE
"231";3;2012;"Gen";"Doutorado";"Doutorado";48;48.6666666666667;50.7333333333333;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"282";5;2012;"Gen";"Doutorado";"Doutorado";48;50.4333333333333;51.7;"Externo";"50%";5;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"283";5;2012;"Gen";"Doutorado";"Doutorado";48;50.4333333333333;51.7;"Externo";"10%";2;NA;NA;7;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE
"284";5;2012;"Gen";"Doutorado";"Doutorado";48;50.4333333333333;51.7;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"368";82;2012;"Gen";"Doutorado";"Doutorado";48;49.7;52.0333333333333;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"369";82;2012;"Gen";"Doutorado";"Doutorado";48;49.7;52.0333333333333;"Externo";"10%";2;"alto";4;8;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
"324";119;2012;"Gen";"Doutorado";"Doutorado";48;52.5666666666667;55.9;"Externo";"50%";5;NA;NA;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
"325";119;2012;"Gen";"Doutorado";"Doutorado";48;52.5666666666667;55.9;"Externo";"50%";5;"alto";4;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
"346";152;2012;"Gen";"Doutorado";"Doutorado";48;50.1666666666667;52.4;"Externo";"<50%";4;"baixo";2;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
"347";152;2012;"Gen";"Doutorado";"Doutorado";48;50.1666666666667;52.4;"Externo";"50%";5;"medio";3;3;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
"217";171;2012;"Gen";"Doutorado";"Doutorado";48;32.4333333333333;34.9333333333333;"Externo";"25%";3;"medio";3;8;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE
"218";171;2012;"Gen";"Doutorado";"Doutorado";48;32.4333333333333;34.9333333333333;"Externo";"25%";3;"alto";4;9;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
"250";178;2012;"Gen";"Doutorado";"Doutorado";48;48.7666666666667;51.7;"Externo";"50%";5;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"251";178;2012;"Gen";"Doutorado";"Doutorado";48;48.7666666666667;51.7;"Externo";"50%";5;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"361";185;2012;"Gen";"Doutorado";"Doutorado";48;48.6333333333333;52;"Externo";"25%";3;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"362";185;2012;"Gen";"Doutorado";"Doutorado";48;48.6333333333333;52;"Externo";"10%";2;NA;NA;7;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
"363";185;2012;"Gen";"Doutorado";"Doutorado";48;48.6333333333333;52;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"223";206;2012;"Gen";"Doutorado";"Doutorado";54;54.8333333333333;56.5666666666667;"Externo";"50%";5;"alto";4;3;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
"224";206;2012;"Gen";"Doutorado";"Doutorado";54;54.8333333333333;56.5666666666667;"Externo";"10%";2;"alto";4;9;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE
"304";304;2012;"Gen";"Doutorado";"Doutorado";48;51.6666666666667;54.8;"Externo";"50%";5;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"305";304;2012;"Gen";"Doutorado";"Doutorado";48;51.6666666666667;54.8;"Externo";"<50%";4;"medio";3;2;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
"306";304;2012;"Gen";"Doutorado";"Doutorado";48;51.6666666666667;54.8;"Externo";"50%";5;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"342";313;2012;"Gen";"Doutorado";"Doutorado";48;48.6666666666667;50.8666666666667;"Externo";"50%";5;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"343";313;2012;"Gen";"Doutorado";"Doutorado";48;48.6666666666667;50.8666666666667;"Externo";"10%";2;"medio";3;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"243";318;2012;"Gen";"Doutorado";"Doutorado";48;49.1;51.1333333333333;"Externo";"25%";3;"medio";3;6;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE
"244";318;2012;"Gen";"Doutorado";"Doutorado";48;49.1;51.1333333333333;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"235";322;2012;"Gen";"Doutorado";"Doutorado";48;54.4666666666667;57.7666666666667;"Externo";"25%";3;"alto";4;5;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE
"236";322;2012;"Gen";"Doutorado";"Doutorado";48;54.4666666666667;57.7666666666667;"Externo";"25%";3;"alto";4;8;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"375";337;2012;"Gen";"Doutorado";"Doutorado";48;47.3333333333333;48.6666666666667;"Externo";"10%";2;"alto";4;8;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE
"376";337;2012;"Gen";"Doutorado";"Doutorado";48;47.3333333333333;48.6666666666667;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"249";72;2012;"Gen";"Doutorado direto";"Doutorado";60;60.5666666666667;63.4333333333333;"Externo";"25%";3;"alto";4;7;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE
"209";211;2012;"Gen";"Doutorado direto";"Doutorado";60;58.5;60.7;"Externo";"50%";5;"alto";4;8;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"210";211;2012;"Gen";"Doutorado direto";"Doutorado";60;58.5;60.7;"Externo";"50%";5;"medio";3;1;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
"213";10;2012;"Zoo";"Mestrado";"Mestrado";36;36.4666666666667;38;"Externo";"<50%";4;"baixo";2;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
"214";10;2012;"Zoo";"Mestrado";"Mestrado";36;36.4666666666667;38;"Externo";"<50%";4;"baixo";2;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
"335";50;2012;"Zoo";"Mestrado";"Mestrado";26;26.4;27.8666666666667;"Externo";"50%";5;"medio";3;9;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"336";50;2012;"Zoo";"Mestrado";"Mestrado";26;26.4;27.8666666666667;"Externo";"<50%";4;"baixo";2;3;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE
"337";50;2012;"Zoo";"Mestrado";"Mestrado";26;26.4;27.8666666666667;"Externo";"<50%";4;"baixo";2;3;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE
"252";97;2012;"Zoo";"Mestrado";"Mestrado";26;22.0666666666667;23.9;"Externo";"10%";2;"medio";3;9;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"373";104;2012;"Zoo";"Mestrado";"Mestrado";26;26.4;28.0666666666667;"Externo";"50%";5;"medio";3;9;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
"374";104;2012;"Zoo";"Mestrado";"Mestrado";26;26.4;28.0666666666667;"Externo";"25%";3;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"206";123;2012;"Zoo";"Mestrado";"Mestrado";36;37.0333333333333;39.9333333333333;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"247";144;2012;"Zoo";"Mestrado";"Mestrado";26;29.6;31.3333333333333;"Externo";"<50%";4;"baixo";2;3;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
"248";144;2012;"Zoo";"Mestrado";"Mestrado";26;29.6;31.3333333333333;"Externo";"25%";3;"alto";4;9;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"212";177;2012;"Zoo";"Mestrado";"Mestrado";36;36.2666666666667;38.6;"Externo";"25%";3;NA;NA;5;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE
"360";187;2012;"Zoo";"Mestrado";"Mestrado";26;26.3333333333333;29.0333333333333;"Externo";NA;NA;"alto";4;7;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE
"294";191;2012;"Zoo";"Mestrado";"Mestrado";26;27.8333333333333;29.9;"Externo";"10%";2;"alto";4;10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
